Qubit,T1 (us),T2 (us),Prob meas 0 prep 1,Prob meas 1 prep 0,Single Qubit Gate Length (ns),rx Error,rz Error,sx Error,x Error,cz Error,Gate Length (ns),rzz Error
10,274.307817416943,140.932460891959,0.01123046875,0.005859375,36,0.000273261193058955,0,0.000273261193058955,0.000273261193058955,9:0.0011829594115645437;11:0.0013798144098166598,9:68;11:68,9:0.0012815933479430608;11:0.0010333210767874135
11,256.483720359745,170.244287299957,0.030029296875,0.038330078125,36,0.000365118261125587,0,0.000365118261125587,0.000365118261125587,18:0.0016393759261666419;10:0.0013798144098166598;12:0.0011724068055848358,18:68;10:68;12:68,18:0.001270637310321926;10:0.0010333210767874135;12:0.0010931945133870469
12,292.192209188426,163.505681659053,0.008544921875,0.001953125,36,0.000256570757113886,0,0.000256570757113886,0.000256570757113886,13:0.0013873691479655559;11:0.0011724068055848358,13:80;11:68,13:0.0011860318572671502;11:0.0010931945133870469
13,167.946862842164,191.540818296555,0.017333984375,0.02587890625,36,0.000226672728581315,0,0.000226672728581315,0.000226672728581315,12:0.0013873691479655559;14:0.0012395746827584542,12:80;14:80,12:0.0011860318572671502;14:0.0014657768989454478
14,301.933783696754,117.932055691464,0.012451171875,0.001953125,36,0.000265323950142998,0,0.000265323950142998,0.000265323950142998,15:0.0014972642983027418;13:0.0012395746827584542,15:68;13:80,15:0.0011987807956905239;13:0.0014657768989454478
15,215.32908327045,27.4584137285047,0.026611328125,0.001220703125,36,0.0001382711637108,0,0.0001382711637108,0.0001382711637108,14:0.0014972642983027418;19:0.001410199307690263,14:68;19:68,14:0.0011987807956905239;19:0.0011206994171505391
16,66.1567078669145,38.8408011975851,0.015380859375,0.0009765625,36,0.000353422064183008,0,0.000353422064183008,0.000353422064183008,23:0.002349757812394687;3:0.0019309847999907093,23:68;3:68,23:0.002366300851620845;3:0.0018351159638630432
17,183.046668741639,9.51941642078416,0.009765625,0.0009765625,36,0.000619976191532019,0,0.000619976191532019,0.000619976191532019,7:0.0012601908038942788;27:0.0025893975408997905,7:68;27:68,7:0.001461107233771075;27:0.002577540505669468
18,90.0437380004582,62.9452435896681,0.020751953125,0.017333984375,36,0.000600252632360571,0,0.000600252632360571,0.000600252632360571,11:0.0016393759261666419;31:0.0024807146380136924,11:68;31:68,11:0.001270637310321926;31:0.0022449952298849996
19,98.6996427015768,65.7556923903721,0.0087890625,0.001220703125,36,0.000233264869113483,0,0.000233264869113483,0.000233264869113483,35:0.002020884782389598;15:0.001410199307690263,35:80;15:68,35:0.002111231852587686;15:0.0011206994171505391
20,141.782440174457,52.6371364853592,0.014404296875,0.0009765625,36,0.000294359127083626,0,0.000294359127083626,0.000294359127083626,21:0.0029805820140611505,21:68,21:0.002560080454534902
21,342.098449567481,201.893638632908,0.007080078125,0.00048828125,36,0.000204370872967752,0,0.000204370872967752,0.000204370872967752,36:0.003022340153674391;20:0.0029805820140611505;22:0.0019725167446764946,36:68;20:68;22:68,36:0.003363310473137482;20:0.002560080454534902;22:0.002442320458684033
22,236.894286479006,34.4547292750663,0.0478515625,0.00927734375,36,0.00020510967276592,0,0.00020510967276592,0.00020510967276592,23:0.002359438934908087;21:0.0019725167446764946,23:68;21:68,23:0.0022723273793555376;21:0.002442320458684033
23,253.347635287061,181.163761031631,0.052001953125,0.00927734375,36,0.000159667284400797,0,0.000159667284400797,0.000159667284400797,22:0.002359438934908087;24:0.0042266117890664145;16:0.002349757812394687,22:68;24:68;16:68,22:0.0022723273793555376;24:0.0029454740778322164;16:0.002366300851620845
24,162.488324366527,47.9755624903502,0.0498046875,0.0009765625,36,0.000437860568632104,0,0.000437860568632104,0.000437860568632104,23:0.0042266117890664145;25:0.003317856734823099,23:68;25:68,23:0.0029454740778322164;25:0.003158181519352654
25,84.2733702539674,32.8184936450488,0.015625,0.005126953125,36,0.000564253492467176,0,0.000564253492467176,0.000564253492467176,24:0.003317856734823099;26:0.012325841024550643;37:0.0038778164772649004,24:68;26:68;37:68,24:0.003158181519352654;26:0.014173983701871867;37:0.003814279694266537
26,7.18436089843768,6.95387405055726,0.076416015625,0.001708984375,36,0.00279295265567307,0,0.00279295265567307,0.00279295265567307,25:0.012325841024550643;27:0.012571860226836568,25:68;27:68,25:0.014173983701871867;27:0.014317289449877368
27,140.545037449408,168.270297488281,0.01171875,0.000244140625,36,0.00020015570629789,0,0.00020015570629789,0.00020015570629789,26:0.012571860226836568;28:0.0022938150711615812;17:0.0025893975408997905,26:68;28:68;17:68,26:0.014317289449877368;28:0.0024320094082587174;17:0.002577540505669468
28,208.187130201045,165.681480219756,0.035888671875,0.006103515625,36,0.000423924836021568,0,0.000423924836021568,0.000423924836021568,27:0.0022938150711615812;29:0.0033577790066746105,27:68;29:68,27:0.0024320094082587174;29:0.0020777949873457546
29,53.6114594271091,69.8183350548608,0.0576171875,0.114501953125,36,0.000668638218503121,0,0.000668638218503121,0.000668638218503121,38:0.0026188794276775784;28:0.0033577790066746105;30:0.0019363268784863552,38:68;28:68;30:68,38:0.0024988507458445497;28:0.0020777949873457546;30:0.0018948712635281084
30,261.842311326504,77.5296895289305,0.032958984375,0.005615234375,36,0.000300873991889159,0,0.000300873991889159,0.000300873991889159,31:0.0024568826007594635;29:0.0019363268784863552,31:68;29:68,31:0.002138989510658995;29:0.0018948712635281084
31,170.000794835877,72.5575049158146,0.03515625,0.061767578125,36,0.000377369682725093,0,0.000377369682725093,0.000377369682725093,30:0.0024568826007594635;32:0.0029622094699369994;18:0.0024807146380136924,30:68;32:68;18:68,30:0.002138989510658995;32:0.0025917580796530892;18:0.0022449952298849996
32,168.661612977302,54.212660638699,0.00732421875,0.00244140625,36,0.000368012454223867,0,0.000368012454223867,0.000368012454223867,31:0.0029622094699369994;33:0.0018983696793904437,31:68;33:68,31:0.0025917580796530892;33:0.0020600526188777613
33,110.08932270389,112.596316670036,0.016845703125,0.0029296875,36,0.000457612426437207,0,0.000457612426437207,0.000457612426437207,39:0.0016904146732451553;32:0.0018983696793904437;34:0.0012525112670622451,39:68;32:68;34:68,39:0.12998080652269992;32:0.0020600526188777613;34:0.0014385020272051352
34,197.41149194383,163.383727793418,0.0126953125,0.00048828125,36,0.000570798807584747,0,0.000570798807584747,0.000570798807584747,33:0.0012525112670622451;35:0.0018652577970819095,33:68;35:68,33:0.0014385020272051352;35:0.0017987823794433366
35,281.376621505554,457.528396335366,0.009521484375,0.007080078125,36,0.000111588663981391,0,0.000111588663981391,0.000111588663981391,19:0.002020884782389598;34:0.0018652577970819095,19:80;34:68,19:0.002111231852587686;34:0.0017987823794433366
36,210.56752672133,93.1624906258398,0.017822265625,0.003662109375,36,0.00172569261471793,0,0.00172569261471793,0.00172569261471793,41:0.0032602497505486994;21:0.003022340153674391,41:68;21:68,41:0.0027592000605108635;21:0.003363310473137482
37,174.20685557236,20.5142366018918,0.088134765625,0.0556640625,36,0.000731703377325028,0,0.000731703377325028,0.000731703377325028,45:0.004052317352922025;25:0.0038778164772649004,45:68;25:68,45:0.003531238829247413;25:0.003814279694266537
38,109.260976666091,28.0031507241597,0.021484375,0.004150390625,36,0.000443067385857278,0,0.000443067385857278,0.000443067385857278,29:0.0026188794276775784;49:0.0025145114935969937,29:68;49:68,29:0.0024988507458445497;49:0.002238895404575142
39,175.487584054693,140.933640518357,0.05615234375,0.0400390625,36,0.000163968124445154,0,0.000163968124445154,0.000163968124445154,53:0.0016741278219453704;33:0.0016904146732451553,53:68;33:68,53:0.0016666876278957632;33:0.12998080652269992
40,183.255780487255,99.5431224403473,0.055908203125,0.001708984375,36,0.000172128596371619,0,0.000172128596371619,0.000172128596371619,41:0.12736938212920157,41:68,41:0.09777406473452982
41,217.28057501215,37.2663101768119,0.017822265625,0.00146484375,36,0.000744894137398764,0,0.000744894137398764,0.000744894137398764,40:0.12736938212920157;42:0.004136384697646989;36:0.0032602497505486994,40:68;42:68;36:68,40:0.09777406473452982;42:0.014531327652636261;36:0.0027592000605108635
42,220.456562526692,52.7996475773582,0.013916015625,0.003173828125,36,0.000352535780720152,0,0.000352535780720152,0.000352535780720152,41:0.004136384697646989;43:0.008015525427826214,41:68;43:68,41:0.014531327652636261;43:0.003339282698586299
43,178.801946899387,82.0276316863869,0.128662109375,0.009765625,36,0.000344083251435692,0,0.000344083251435692,0.000344083251435692,42:0.008015525427826214;56:0.0025197421718280433;44:0.0012460631042957582,42:68;56:68;44:68,42:0.003339282698586299;56:0.002070239325430129;44:0.0022610944089386242
44,106.761088046576,94.0337706468544,0.02490234375,0.00830078125,36,0.000295425274307797,0,0.000295425274307797,0.000295425274307797,45:0.0022306674179581876;43:0.0012460631042957582,45:68;43:68,45:0.002221556336411218;43:0.0022610944089386242
45,101.027736853865,99.1504334435941,0.05859375,0.002685546875,36,0.000270973018619612,0,0.000270973018619612,0.000270973018619612,44:0.0022306674179581876;46:0.0035263517202054617;37:0.004052317352922025,44:68;46:68;37:68,44:0.002221556336411218;46:0.003279361277252729;37:0.003531238829247413
46,206.370657264309,128.470797494418,0.033203125,0.001953125,36,0.000252929556343467,0,0.000252929556343467,0.000252929556343467,45:0.0035263517202054617;47:0.002671547296463961,45:68;47:68,45:0.003279361277252729;47:0.0026384268969721347
47,191.655663485437,91.2747047873043,0.028564453125,0.0400390625,36,0.000199577336264094,0,0.000199577336264094,0.000199577336264094,48:0.010652498378997677;57:0.001337819277650254;46:0.002671547296463961,48:68;57:68;46:68,48:0.011803035978999232;57:0.001837078608451559;46:0.0026384268969721347
48,221.700168062315,199.290634189927,0.164306640625,0.056884765625,36,0.00272869102988103,0,0.00272869102988103,0.00272869102988103,47:0.010652498378997677;49:0.011236301252336628,47:68;49:68,47:0.011803035978999232;49:0.012026408750981876
49,110.887903723911,80.4074343699747,0.186767578125,0.021484375,36,0.000597736915730108,0,0.000597736915730108,0.000597736915730108,48:0.011236301252336628;50:0.0025732756865739226;38:0.0025145114935969937,48:68;50:68;38:68,48:0.012026408750981876;50:0.003063876834783763;38:0.002238895404575142
50,193.282728077714,177.98920946116,0.031005859375,0.003662109375,36,0.000238237614472198,0,0.000238237614472198,0.000238237614472198,49:0.0025732756865739226;51:0.002295818138912248,49:68;51:68,49:0.003063876834783763;51:0.002823451649870745
51,233.21010924515,376.736679481783,0.05322265625,0.061767578125,36,0.000690028645078943,0,0.000690028645078943,0.000690028645078943,50:0.002295818138912248;52:0.001633022504677728;58:0.0011594539740475696,50:68;52:68;58:68,50:0.002823451649870745;52:0.0016881769232237054;58:0.003927530176708133
52,114.111299811206,112.402911582608,0.026123046875,0.010986328125,36,0.000812822636531727,0,0.000812822636531727,0.000812822636531727,51:0.001633022504677728;53:0.0020088988779820294,51:68;53:68,51:0.0016881769232237054;53:0.0016042544803650804
53,198.860967871599,196.542659220403,0.010009765625,0.004638671875,36,0.000242705186134261,0,0.000242705186134261,0.000242705186134261,39:0.0016741278219453704;52:0.0020088988779820294;54:0.0013834564288414397,39:68;52:68;54:68,39:0.0016666876278957632;52:0.0016042544803650804;54:0.0017135841780117622
54,293.191601524229,187.965694028607,0.010009765625,0.00146484375,36,0.000124023256697241,0,0.000124023256697241,0.000124023256697241,53:0.0013834564288414397;55:0.002171424646319725,53:68;55:68,53:0.0017135841780117622;55:0.0018983314296464049
55,141.633438428144,56.8753852975174,0.016845703125,0.010986328125,36,0.000148413586072645,0,0.000148413586072645,0.000148413586072645,59:0.00371632336767988;54:0.002171424646319725,59:68;54:68,59:0.0025840862998941228;54:0.0018983314296464049
56,251.970949434968,57.4052707813284,0.02587890625,0.0029296875,36,0.000378924935129407,0,0.000378924935129407,0.000378924935129407,63:0.00315770894893469;43:0.0025197421718280433,63:68;43:68,63:0.0031729607795393244;43:0.002070239325430129
57,246.926312769602,230.180936065937,0.01318359375,0.0029296875,36,0.000295665515346992,0,0.000295665515346992,0.000295665515346992,47:0.001337819277650254;67:0.002155396255296871,47:68;67:68,47:0.001837078608451559;67:0.002443027557046229
58,202.480118305032,206.105786353809,0.0322265625,0.022705078125,36,0.000143869920345114,0,0.000143869920345114,0.000143869920345114,71:0.0017271178722420566;51:0.0011594539740475696,71:68;51:68,71:0.0038240091788787622;51:0.003927530176708133
59,148.117336277425,90.8158988510546,0.051025390625,0.004638671875,36,0.000279093197261266,0,0.000279093197261266,0.000279093197261266,55:0.00371632336767988;75:0.0014460177913153682,55:68;75:68,55:0.0025840862998941228;75:0.0018830164602325894
60,180.399703226065,120.564455640996,0.03125,0.05029296875,36,0.00028457306666026,0,0.00028457306666026,0.00028457306666026,61:0.007965605203061471,61:80,61:0.02447163941468053
61,220.032636979509,173.401260107811,0.02099609375,0.01123046875,36,0.000194299594819565,0,0.000194299594819565,0.000194299594819565,76:0.0019220285696018857;60:0.007965605203061471;62:0.002716786928701226,76:68;60:80;62:68,76:0.0023847326078840214;60:0.02447163941468053;62:0.0038175204097544158
62,168.37232507345,85.8339328252295,0.214111328125,0.03076171875,36,0.000330635502642342,0,0.000330635502642342,0.000330635502642342,61:0.002716786928701226;63:0.0022979270205771285,61:68;63:68,61:0.0038175204097544158;63:0.002795785512738014
63,207.88233624864,198.264246051465,0.033203125,0.007080078125,36,0.000237041606559099,0,0.000237041606559099,0.000237041606559099,56:0.00315770894893469;62:0.0022979270205771285;64:0.003644075492376525,56:68;62:68;64:68,56:0.0031729607795393244;62:0.002795785512738014;64:0.0038579357265220715
64,131.88401588237,100.950075028554,0.01171875,0.0029296875,36,0.000527551211361112,0,0.000527551211361112,0.000527551211361112,65:0.00320896045436464;63:0.003644075492376525,65:68;63:68,65:0.004483215937898105;63:0.0038579357265220715
65,217.693372159331,67.421603004984,0.19287109375,0.00048828125,36,0.000182503447173749,0,0.000182503447173749,0.000182503447173749,64:0.00320896045436464;66:0.0032642192133001124;77:0.0022045129778301975,64:68;66:68;77:68,64:0.004483215937898105;66:0.0021057455768131728;77:0.0020022044245742443
66,108.717445089222,55.7831685859528,0.02587890625,0.0029296875,36,0.000356008008080073,0,0.000356008008080073,0.000356008008080073,65:0.0032642192133001124;67:0.0026393847809711712,65:68;67:68,65:0.0021057455768131728;67:0.0018329144839089595
67,302.26753944415,91.610575783638,0.0712890625,0.136474609375,36,0.000225231632836118,0,0.000225231632836118,0.000225231632836118,68:0.004095874490266133;57:0.002155396255296871;66:0.0026393847809711712,68:68;57:68;66:68,68:0.004166684052516079;57:0.002443027557046229;66:0.0018329144839089595
68,132.574721134341,17.7472342265245,0.02001953125,0.00244140625,36,0.000563538200269712,0,0.000563538200269712,0.000563538200269712,67:0.004095874490266133;69:0.003182453109192962,67:68;69:68,67:0.004166684052516079;69:0.002410010567508336
69,113.049995877678,46.2790063063855,0.044921875,0.015380859375,36,0.000183589047449898,0,0.000183589047449898,0.000183589047449898,78:0.0018148335234815793;68:0.003182453109192962;70:0.0017949383588743983,78:68;68:68;70:80,78:0.0017938110438102672;68:0.002410010567508336;70:0.0017772031939884692
70,110.109200457927,21.3751259673651,0.030517578125,0.007080078125,36,0.000351646535293031,0,0.000351646535293031,0.000351646535293031,69:0.0017949383588743983;71:0.0020261929154512803,69:80;71:68,69:0.0017772031939884692;71:0.0016437641028062
71,173.029979079786,164.365344965738,0.015380859375,0.0009765625,36,0.000470904329283594,0,0.000470904329283594,0.000470904329283594,72:0.003572758621648353;58:0.0017271178722420566;70:0.0020261929154512803,72:68;58:68;70:68,72:0.002347428197513851;58:0.0038240091788787622;70:0.0016437641028062
72,137.865275735931,56.7305009614213,0.018310546875,0.001953125,36,0.000803856874958828,0,0.000803856874958828,0.000803856874958828,73:0.0023776547312404084;71:0.003572758621648353,73:68;71:68,73:0.003121187767031436;71:0.002347428197513851
73,167.401985170709,95.277886658794,0.03564453125,0.0009765625,36,0.000503219977916896,0,0.000503219977916896,0.000503219977916896,72:0.0023776547312404084;74:0.002440605507032928;79:0.001917508040929411,72:68;74:68;79:68,72:0.003121187767031436;74:0.002621696932315759;79:0.0012164987731841936
74,160.517169857615,11.4908353668868,0.027587890625,0.009033203125,36,0.000392140459624393,0,0.000392140459624393,0.000392140459624393,73:0.002440605507032928;75:0.0023183758233687735,73:68;75:68,73:0.002621696932315759;75:0.0023670496202895797
75,277.986308031927,146.039360975855,0.005615234375,0.0009765625,36,0.000161347118548559,0,0.000161347118548559,0.000161347118548559,59:0.0014460177913153682;74:0.0023183758233687735,59:68;74:68,59:0.0018830164602325894;74:0.0023670496202895797
76,118.801592945866,46.3886484785283,0.01220703125,0.007568359375,36,0.000220784962669197,0,0.000220784962669197,0.000220784962669197,81:0.0022860641262324455;61:0.0019220285696018857,81:68;61:68,81:0.0025233890593356068;61:0.0023847326078840214
77,117.161548758178,58.0342225111798,0.013427734375,0.003662109375,36,0.00111692682403466,0,0.00111692682403466,0.00111692682403466,85:0.0026496955537421707;65:0.0022045129778301975,85:68;65:68,85:0.002795109188153011;65:0.0020022044245742443
78,123.389576942298,92.3543796609235,0.01318359375,0.00390625,36,0.000187585508105936,0,0.000187585508105936,0.000187585508105936,69:0.0018148335234815793;89:0.0019243249246530814,69:68;89:68,69:0.0017938110438102672;89:0.0018013870215818906
79,109.737548706417,36.1882540281591,0.081787109375,0.07177734375,36,0.000297084673331759,0,0.000297084673331759,0.000297084673331759,93:0.002903431527026712;73:0.001917508040929411,93:68;73:68,93:0.0026910701332310827;73:0.0012164987731841936
80,190.179099226301,24.6241431160848,0.011962890625,0.001708984375,36,0.000384636913775604,0,0.000384636913775604,0.000384636913775604,81:0.004669631688489578,81:68,81:0.003174356398131184
81,160.446906132455,172.309312405849,0.0341796875,0.001953125,36,0.000342179078909119,0,0.000342179078909119,0.000342179078909119,80:0.004669631688489578;82:0.09323549120560648;76:0.0022860641262324455,80:68;82:68;76:68,80:0.003174356398131184;76:0.0025233890593356068
82,6.54726809819754,6.44076217722165,0.443359375,0.197021484375,36,,0,,,81:0.09323549120560648,81:68;83:68,83:0.001200718994030514
83,175.055260041495,142.550591098666,0.159912109375,0.03955078125,36,0.000399408572869553,0,0.000399408572869553,0.000399408572869553,96:0.006754141154095061;84:0.0028796826155672306,96:68;82:68;84:68,96:0.0051944431252024525;82:0.001200718994030514;84:0.0029816190832630818
84,170.649352480746,157.001759558787,0.0185546875,0.015625,36,0.000456493949719678,0,0.000456493949719678,0.000456493949719678,83:0.0028796826155672306;85:0.0030005158808552868,83:68;85:68,83:0.0029816190832630818;85:0.0026760512142488535
85,156.968154857362,98.0659227077211,0.00830078125,0.00439453125,36,0.000300154705525042,0,0.000300154705525042,0.000300154705525042,77:0.0026496955537421707;86:0.002634738600002462;84:0.0030005158808552868,77:68;86:68;84:68,77:0.002795109188153011;86:0.013951207475560834;84:0.0026760512142488535
86,264.833702138337,51.5040431111856,0.020263671875,0.001953125,36,0.000358359562733284,0,0.000358359562733284,0.000358359562733284,85:0.002634738600002462;87:0.0016884502693958192,85:68;87:68,85:0.013951207475560834;87:0.009354679161795582
87,168.771158310069,135.118557105743,0.009765625,0.00244140625,36,0.000410727702887774,0,0.000410727702887774,0.000410727702887774,86:0.0016884502693958192;88:0.0016328932415473618;97:0.002397663094656999,86:68;88:68;97:68,86:0.009354679161795582;88:0.0016053531509027108;97:0.00190867388890692
88,273.161729843944,183.082744448787,0.02587890625,0.01171875,36,0.000833183535752112,0,0.000833183535752112,0.000833183535752112,87:0.0016328932415473618;89:0.0011561069835334947,87:68;89:68,87:0.0016053531509027108;89:0.0012356923881836346
89,194.469735519398,230.2937279959,0.03125,0.002685546875,36,0.000197976752460208,0,0.000197976752460208,0.000197976752460208,90:0.003929197696827036;88:0.0011561069835334947;78:0.0019243249246530814,90:68;88:68;78:68,90:0.003544060984095293;88:0.0012356923881836346;78:0.0018013870215818906
90,63.655940397994,75.9800644943642,0.037841796875,0.0146484375,36,0.00110723332098512,0,0.00110723332098512,0.00110723332098512,89:0.003929197696827036;91:0.0045858555445698335,89:68;91:80,89:0.003544060984095293;91:0.003227319014178248
91,138.289464086924,222.603965087891,0.018310546875,0.000732421875,36,0.00109148027369637,0,0.00109148027369637,0.00109148027369637,98:0.0012927640221481185;90:0.0045858555445698335;92:0.0019151068668642468,98:68;90:80;92:68,98:0.0010258697918923143;90:0.003227319014178248;92:0.0017397457058788979
92,229.12348228764,238.330044124878,0.010986328125,0.002197265625,36,0.000311556963518478,0,0.000311556963518478,0.000311556963518478,91:0.0019151068668642468;93:0.0027886317807933603,91:68;93:68,91:0.0017397457058788979;93:0.0021997539015756185
93,257.481569236006,172.976073386676,0.011962890625,0.01025390625,36,0.000212262505476071,0,0.000212262505476071,0.000212262505476071,94:0.001866493292305954;79:0.002903431527026712;92:0.0027886317807933603,94:68;79:68;92:68,94:0.001841590936507681;79:0.0026910701332310827;92:0.0021997539015756185
94,258.451926704487,234.814235734646,0.01025390625,0.00634765625,36,0.000301041126093441,0,0.000301041126093441,0.000301041126093441,93:0.001866493292305954;95:0.002890472975760755,93:68;95:68,93:0.001841590936507681;95:0.002085897999536318
95,361.85299698452,545.999382160936,0.01416015625,0.004150390625,36,0.000828122256811581,0,0.000828122256811581,0.000828122256811581,99:0.003574131499284594;94:0.002890472975760755,99:68;94:68,99:0.003341641341535917;94:0.002085897999536318
96,146.115428166792,68.7558555638921,0.04052734375,0.0078125,36,0.00052745445933467,0,0.00052745445933467,0.00052745445933467,83:0.006754141154095061;103:0.002621920670792671,83:68;103:68,83:0.0051944431252024525;103:0.0038933129313148684
97,266.460120744121,104.597284518698,0.019287109375,0.002197265625,36,0.000204655283011618,0,0.000204655283011618,0.000204655283011618,87:0.002397663094656999;107:0.001825576634627346,87:68;107:68,87:0.00190867388890692;107:0.0015837615475510491
98,229.906043986224,41.2177186982752,0.010498046875,0.0009765625,36,0.000205793455927267,0,0.000205793455927267,0.000205793455927267,91:0.0012927640221481185;111:0.0013390725877518717,91:68;111:68,91:0.0010258697918923143;111:0.0014789708484548858
99,162.776103585485,41.8680032686649,0.0146484375,0.000732421875,36,0.000250626054662556,0,0.000250626054662556,0.000250626054662556,115:0.002760510793877624;95:0.003574131499284594,115:68;95:68,115:0.0018772320665332298;95:0.003341641341535917
100,116.616471875755,124.55110747241,0.017822265625,0.00048828125,36,0.000545831588699043,0,0.000545831588699043,0.000545831588699043,101:0.0033081180221575524,101:68,101:0.0036717203501133444
101,132.679258044536,64.8990225699073,0.016357421875,0.001708984375,36,0.000198681618057682,0,0.000198681618057682,0.000198681618057682,100:0.0033081180221575524;116:0.004469622574052146;102:0.002700225157728664,100:68;116:68;102:68,100:0.0036717203501133444;116:0.004226425690762564;102:0.005032548068181847
102,87.5811051921571,42.7821953391719,0.036376953125,0.001220703125,36,0.000749776605169474,0,0.000749776605169474,0.000749776605169474,101:0.002700225157728664;103:0.002862741575212685,101:68;103:68,101:0.005032548068181847;103:0.006838319533132936
103,111.331136299582,54.4689627038737,0.0263671875,0.001220703125,36,0.000320191291959844,0,0.000320191291959844,0.000320191291959844,104:0.005027224780522921;96:0.002621920670792671;102:0.002862741575212685,104:68;96:68;102:68,104:0.007077474642769671;96:0.0038933129313148684;102:0.006838319533132936
104,288.818458242409,253.5082679512,0.011474609375,0.002197265625,36,0.000242351965970132,0,0.000242351965970132,0.000242351965970132,103:0.005027224780522921;105:0.0015284500243491206,103:68;105:68,103:0.007077474642769671;105:0.0013432227436697142
105,159.986758333618,103.110116746725,0.01171875,0.005615234375,36,0.000330679117344523,0,0.000330679117344523,0.000330679117344523,104:0.0015284500243491206;106:0.0016534419996417915;117:0.0035964743679625377,104:68;106:68;117:68,104:0.0013432227436697142;106:0.0021264004135746195;117:0.002904531222138601
106,282.826272749127,188.424566358187,0.019775390625,0.015380859375,36,0.000414797970649837,0,0.000414797970649837,0.000414797970649837,107:0.003939181086319965;105:0.0016534419996417915,107:68;105:68,107:0.0025214988868773047;105:0.0021264004135746195
107,285.251121216359,227.438724015812,0.019287109375,0.001220703125,36,0.000165491862808668,0,0.000165491862808668,0.000165491862808668,106:0.003939181086319965;108:0.001996905782677333;97:0.001825576634627346,106:68;108:68;97:68,106:0.0025214988868773047;108:0.002045660292131962;97:0.0015837615475510491
108,26.8546240066749,35.3041361032741,0.03369140625,0.003662109375,36,0.000874775933279419,0,0.000874775933279419,0.000874775933279419,107:0.001996905782677333;109:0.0017305858556808107,107:68;109:68,107:0.002045660292131962;109:0.0016523321399464774
109,298.51364899367,113.686836001904,0.008544921875,0.001953125,36,0.000245442963063424,0,0.000245442963063424,0.000245442963063424,108:0.0017305858556808107;110:0.0019660553239048972;118:0.002952915918010557,108:68;110:68;118:68,108:0.0016523321399464774;110:0.0016877646232679455;118:0.0030174218104484507
110,318.305061773618,149.305218521773,0.01171875,0.009521484375,36,0.000272360720260057,0,0.000272360720260057,0.000272360720260057,109:0.0019660553239048972;111:0.0020502863284782846,109:68;111:68,109:0.0016877646232679455;111:0.0020003670620324654
111,155.445061456958,66.2627400499433,0.030029296875,0.00146484375,36,0.000236211457220908,0,0.000236211457220908,0.000236211457220908,112:0.001608467239275213;110:0.0020502863284782846;98:0.0013390725877518717,112:68;110:68;98:68,112:0.0017536445903377496;110:0.0020003670620324654;98:0.0014789708484548858
