Qubit,T2 (us),Prob meas 0 prep 1,Prob meas 1 prep 0,Single Qubit Gate Length (ns),x Error,sx Error,rz Error,rx Error,Gate Length (ns),cz Error,rzz Error
92,217.3668483561252,0.01513671875,0.001220703125,36,0.0005170371212307,0.0005170371212307,0,0.0005170371212307,91:68;93:68,91:0.0013759868422912325;93:0.0024943746436335013,91:0.001974089952431063;93:0.0017532630042334518
93,210.00585080513707,0.009033203125,0.00390625,36,0.0002616248087937,0.0002616248087937,0,0.0002616248087937,94:68;79:68;92:68,94:0.0020088387860952295;79:0.0024359594013479147;92:0.0024943746436335013,94:0.0016727625810687707;79:0.0025627098499339807;92:0.0017532630042334518
94,332.96474475475145,0.0078125,0.00390625,36,0.0001406516355979,0.0001406516355979,0,0.0001406516355979,93:68;95:68,93:0.0020088387860952295;95:0.002132638130732334,93:0.0016727625810687707;95:0.002254869680541477
95,470.6962720253312,0.03466796875,0.031982421875,36,0.0009154844258587,0.0009154844258587,0,0.0009154844258587,99:68;94:68,99:0.002130821282831874;94:0.002132638130732334,99:0.0022221216470187932;94:0.002254869680541477
96,29.52734062822689,0.029541015625,0.020263671875,36,0.0004914829493283,0.0004914829493283,0,0.0004914829493283,83:68;103:68,83:0.007222884041411692;103:0.002858065704917645,83:0.007086460800954653;103:0.0038933129313148684
97,60.67422775265428,0.014404296875,0.00390625,36,0.0002249173598817,0.0002249173598817,0,0.0002249173598817,87:68;107:68,87:0.0018928589604387813;107:0.0015359179646108057,87:0.0017990041139869795;107:0.0009656669907393001
98,47.5499726809546,0.008056640625,0.002197265625,36,0.0001214645831533,0.0001214645831533,0,0.0001214645831533,91:68;111:68,91:0.0016212729279961313;111:0.0020656990981918755,91:0.001293621518592969;111:0.0014357697988887086
99,37.88747483451046,0.021728515625,0.002197265625,36,0.0004901269056489,0.0004901269056489,0,0.0004901269056489,115:68;95:68,115:0.0024719777921702324;95:0.002130821282831874,115:0.0019443196828878573;95:0.0022221216470187932
100,91.85795831563688,0.021484375,0.003173828125,36,0.0017517042222907,0.0017517042222907,0,0.0017517042222907,101:68,101:0.002428951447704858,101:0.002222538845523453
101,59.85833508264142,0.010986328125,0.001708984375,36,0.0002456166669979,0.0002456166669979,0,0.0002456166669979,100:68;116:68;102:68,100:0.002428951447704858;116:0.0036585635372314296;102:0.003272914182798764,100:0.002222538845523453;116:0.004226425690762564;102:0.008180672836494818
102,64.24682355623627,0.02392578125,0.001953125,36,0.0004761010969069,0.0004761010969069,0,0.0004761010969069,101:68;103:68,101:0.003272914182798764;103:0.0037976369044985525,101:0.008180672836494818;103:0.006515372984144285
